Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Cloud Support Engineer - Analytics,2025-03-02,https://jobright.ai/jobs/info/67a8951ab366c8aa0df0df98?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Dallas, TX
Herndon, VA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and knowledge or experience with system administration, and troubleshooting any operating system (Linux and/or Windows) and networking (HTTP/s, TCP/IP, DNS, OSI model, routing, switching, firewalls, LAN/WAN, traceroute, iperf, dig, CURL or related).
4. Knowledge or experience with troubleshooting database concepts, database administration (RDBMS, NoSQL, DocumentDB) and data warehousing (high availability, DR, backup, performance tuning, distributed systems).",no,
Software Engineer (Dynamics),2025-03-02,https://jobright.ai/jobs/info/67776ebe8610ffdf30544850?utm_source=1100&utm_campaign=Software Engineering,On Site,"Texas, United States",SpaceX,10000+,"Advanced Materials,Aerospace",$120000-$145000 /yr,"1. Bachelor’s degree in computer science, physics, mathematics, mechanical engineering, aerospace engineering or other engineering discipline
2. 1+ years of development experience with Python, Javascript, and/or SQL (internships and school projects experience qualify)",no,
"Software Development Engineer I 2025, DynamoDB",2025-03-02,https://jobright.ai/jobs/info/675db9db8882936d2380f2d8?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Bellevue, WA
Redmond, WA
Seattle, WA",Amazon,10000+,"Crowdsourcing,Delivery",$100K-$200K /yr,"1. Currently enrolled in or completed a Bachelors Degree or higher in Computer Science, Computer Engineering, or majors relating to these fields.
2. To qualify, applicants should have earned a Bachelors degree or higher between October 2023 and Fall 2025 and/or graduated within the last 24 months.
3. Possible start dates for this role are between January 2025 and October 2025.
4. Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design.
5. Internship, project, or academic experience in at least one of the areas: internals, kernel, OS/storage systems, job scheduling, resource management, file systems, search, or performance engineering.",not sure,
Software Development Engineer Graduate (Network Monitoring & Alerts) - 2025 Start (PhD),2025-03-02,https://jobright.ai/jobs/info/67be28ea008b92e321275b5f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$116K-$238K /yr,"1. Current year or recent PhD graduate with a background in Computer Science, Electronic Engineering, Computer Engineering, Network Engineering or related technical discipline.
2. Proficiency in at least one programming language such as Java, C++, or Python, and capability to read and understand others.
3. Have Strong knowledge of network monitoring and alarm systems, In-depth understanding of networking protocols and the TCP/IP stack is a pulse.
4. Excellent verbal and written communication skills.",not sure,yes
Software Engineer Graduate (Recommendation Infrastructure) - 2025 Start (BS/MS),2025-03-02,https://jobright.ai/jobs/info/67c47d359b9e721012476c96?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$107K-$140K /yr,"1. Bachelor's degree or above, majoring in Computer Science, or related fields, expected to start in 2025.
2. Experience in programming, included but not limited to, the following programming languages: C, C++, Java or Python.
3. Effective communication skills, self-driven learner, a sense of ownership.",not sure,yes
Cloud Support Engineer - Network Devices,2025-03-02,https://jobright.ai/jobs/info/677e48f253e9b959807ea866?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Dallas, TX
Seattle, WA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$71K-$159K /yr,"1. 1+ years of software development, or 1+ years of technical support experience
2. Experience troubleshooting and debugging technical systems
3. Bachelor’s degree in Engineering/Computer Science/ Mathematics or any related field or a minimum of 1+ years of related professional and/or military experience and experience in systems administration (Linux/Windows OS, IP tables, Windows Firewall, NAT) and network administration (IPsec/SSL VPN, BGP, Routing and Switching, TCP/IP) as well as troubleshooting tools like traceroute, mtr, ping, iperf, dig/nslookup, cURL, tcpdump/wireshark.",not sure,
Software Engineer - CTJ - Poly,2025-03-02,https://jobright.ai/jobs/info/67b59f8ad8bc3602a71da7b8?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Reston, VA
Redmond, WA",Microsoft,10000+,"Artificial Intelligence (AI),Data Management",$82K-$175K /yr,"1. Bachelor's Degree in Computer Science, or related technical discipline with proven experience coding in languages including, but not limited to, C, C++, C#, Java, JavaScript, or Python + OR equivalent experience.
2. 1 year of experience working with Docker, Kubernetes or other containerization technologies.
3. Candidates must be able to meet Microsoft, customer and/or government security screening requirements are required for this role.
4. The successful candidate must have an active U.S. Government Top Secret Clearance with access to Sensitive Compartmented Information (SCI) based on a Single Scope Background Investigation (SSBI) with Polygraph.
5. Ability to meet Microsoft, customer and/or government security screening requirements are required for this role.
...",no,
"Frontend Engineer, TikTok Privacy product",2025-03-02,https://jobright.ai/jobs/info/67be32e8a3b8c007dfd0ae3f?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Proficiency in Javascript, ES5/6, CSS, and various layouts
2. Experience in solving CSS/JS multi-browser compatibility problems and front-end performance optimization
3. Understanding of construction and continuous integration, familiarity with at least one construction tool
4. Understanding of component-based development ideas, familiarity with React, Angular, Vue.js, or any other equivalent library / framework
5. Understanding of back-end technologies and databases is a plus",not sure,
Software Engineer Graduate (TikTok Short Video) - 2025 Start (BS/MS),2025-03-02,https://jobright.ai/jobs/info/67c4694a640e88099a9fab80?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$118K-$177K /yr,"1. Bachelor's or Master's degree in Computer Science or related fields or equivalent practical experience
2. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Experience with coding in Python, Java, Golang, C#, or C++
4. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.",no,yes
Software Test Engineer (R3103),2025-03-02,https://jobright.ai/jobs/info/678abde5339bec8d248467d1?utm_source=1100&utm_campaign=Software Engineering,On Site,"Dallas, TX",Shield AI,501-1000,"Artificial Intelligence (AI),Autonomous Vehicles",$71K-$106K /yr,"1. B.S. in Computer Science, Computer Engineering, Electrical Engineering, or a related STEM field.
2. Mastery of fundamental computer science topics.
3. Advanced skillset for developing software in Python.
4. Experience with Linux including Bash scripting and networking.
5. Ability to configure and maintain small computer networks.
...",not sure,
University Grad 2025: Software Engineer - Frontend,2025-03-02,https://jobright.ai/jobs/info/66aa56429411c617ef798e1c?utm_source=1100&utm_campaign=Software Engineering,On Site,"New York, United States",Ramp,501-1000,"Finance,Financial Services",$128K-$150K /yr,"1. Graduating with a B.S. (or higher) in Computer Science or a related technical field; this role is ideal for a candidate with an expected graduation date in or around May 2025 given the deferred start date in Summer/Fall 2025
2. Proficiency in JavaScript, with a knack for getting the visuals right
3. Experience with one or more object-oriented programming languages
4. Track record of shipping high quality products and features or a portfolio of side projects
5. Ability to turn business and product ideas into engineering solutions
...",not sure,
"[2025] Software Engineer, Frontend - New Grad",2025-03-02,https://jobright.ai/jobs/info/674ff6e7c9cf49058597565c?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Mateo, CA",Roblox,1001-5000,"3D Technology,Gaming",$150120-$150120 /yr,"1. Possess or pursuing an undergraduate or graduate degree in Computer Science, Engineering, or a related field.
2. Familiar with software engineering through school, internships, personal projects, or previous jobs.
3. Proficient in one or more programming languages such as JavaScript, TypeScript, C++, Lua, or others.
4. Experienced with modern front-end frameworks like React, Angular, or Vue.
5. Skilled in building applications that serve users cross-platform, such as on Web, iOS, Android, Windows, Mac OS, or others.
...",no,yes
Early Career C#/ C. Net /Java Developer,2025-03-02,https://jobright.ai/jobs/info/67c44643eb479e58dc809174?utm_source=1100&utm_campaign=Software Engineering,Remote,"Conway, AR",Gainwell Technologies,10000+,"Health Care,Information Technology",$41K-$59K /yr,"1. Proficiency in C# Programming
2. Experience with .NET Framework or .NET Core
3. Database Management Skills
4. Web Development Skills (ASP.NET)
5. Understanding of Software Development Lifecycle (SDLC)",not sure,
"Software Developer - (Games) Austin, Chicago, Reno, Las Vegas",2025-03-02,https://jobright.ai/jobs/info/67c44d56b6f43621888e34e5?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Austin, TX",Everi.One,1-10,,$82K-$93K /yr,"1. Bachelor’s degree in Software Engineering or Computer Science, or relevant gaming industry experience.
2. Experience with object-oriented programming languages, including C++, C#, JavaScript, Java, TypeScript, . NET or other languages.
3. Be a collaborative team player that's interested in games
4. Passion for creating and playing games.
5. Design pattern knowledge.
...",not sure,
NetApp Emerging Talent - Entry Level Software Engineer - ONTAP,2025-03-02,https://jobright.ai/jobs/info/67a6c756e93042c3c72a88a4?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Boulder, CO
Triangle, NC
Waltham, MA
Cranberry Township, PA
San Jose, CA",NetApp,10000+,"Cloud Computing,Data Management",$101K-$150K /yr,"1. Familiarity with design and development of system software
2. Hands on experience with C, C++ required
3. In depth knowledge of Unix/Linux System Programming, Multithreaded programming
4. Should have strong conceptual understanding of OS internals
5. Strong algorithms, data structures and multi-threaded programming expertise are required
...",not sure,
